population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,843,Ebola,2,Percent,1988,0.0,0.0,0.0
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,345,Malaria,1,Number,1992,807199.1667757698,1425846.6352154533,417107.0204236196
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,345,Malaria,2,Percent,1992,0.016648375120178863,0.02941589960744541,0.008593531997852172
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,1048,COVID-19,1,Number,1992,0.0,0.0,0.0
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,1048,COVID-19,2,Percent,1992,0.0,0.0,0.0
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,298,HIV/AIDS,1,Number,1993,650261.1867310284,708154.3631273415,601415.416059569
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,298,HIV/AIDS,2,Percent,1993,0.013220809273309127,0.014382839810917978,0.01222721775226745
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,322,Influenza,1,Number,1993,2914686.6339893886,3253936.019347002,2608050.1417613407
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,322,Influenza,2,Percent,1993,0.05925970976509061,0.06636603346586477,0.0530218640110143
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,341,Measles,1,Number,1993,996455.1870648853,1721698.3649862339,438307.8466633919
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,341,Measles,2,Percent,1993,0.020258202893453963,0.034976464564660276,0.008971260722593934
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,345,Malaria,1,Number,1993,809734.109650524,1415353.7195140873,422560.6545245421
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,345,Malaria,2,Percent,1993,0.016463094680742817,0.028809795959468656,0.008587086707585458
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,1048,COVID-19,1,Number,1993,0.0,0.0,0.0
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,1048,COVID-19,2,Percent,1993,0.0,0.0,0.0
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,298,HIV/AIDS,1,Number,1995,890706.8967632502,966117.2960239853,830589.8560098187
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,298,HIV/AIDS,2,Percent,1995,0.01785793136842392,0.01935997623904276,0.016587663132613947
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,322,Influenza,1,Number,1995,2894746.886989852,3231237.6934994133,2603929.3787714317
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,322,Influenza,2,Percent,1995,0.058036305312348255,0.06472560337049092,0.05226617907402438
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,341,Measles,1,Number,1995,955421.714124532,1646790.9167701404,428540.7811440267
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,341,Measles,2,Percent,1995,0.019152578221927046,0.0329929552253942,0.008618314482079054
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,345,Malaria,1,Number,1995,826389.4460041873,1409922.6201826371,432327.87650228967
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,345,Malaria,2,Percent,1995,0.01656740512911184,0.02836088394828716,0.008669009661754325
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,1048,COVID-19,1,Number,1995,0.0,0.0,0.0
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,1048,COVID-19,2,Percent,1995,0.0,0.0,0.0
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,298,HIV/AIDS,1,Number,1994,771307.0509570225,837890.0283624491,716837.5683768417
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,298,HIV/AIDS,2,Percent,1994,0.01533655510556194,0.016682450561820772,0.01426718671434827
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,322,Influenza,1,Number,1994,2905198.661033516,3238728.189204584,2612765.131321122
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,322,Influenza,2,Percent,1994,0.057766394304312636,0.06450623019601943,0.05196528501776909
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,341,Measles,1,Number,1994,974451.8824262468,1674894.835133802,432927.9849827846
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,341,Measles,2,Percent,1994,0.019374198770726853,0.03340317651855233,0.008685055923878417
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,345,Malaria,1,Number,1994,816596.6806527334,1393444.1895995564,420863.5133561045
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,345,Malaria,2,Percent,1994,0.016236687023595927,0.027811737415784184,0.008363531549029397
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,1048,COVID-19,1,Number,1994,0.0,0.0,0.0
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,1048,COVID-19,2,Percent,1994,0.0,0.0,0.0
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,357,Dengue,1,Number,1990,19211.15298390583,46353.1148183664,5502.427581408663
